comp,rep,dispersal,kernel_exp,extirp_prob,mean_alpha
priority,1,1e-5,0.75,0.05,0
priority,1,1e-5,0.75,0.1,0
priority,1,1e-5,0.7916666666666666,0,1
priority,1,1e-5,0.7916666666666666,0.05,0
priority,1,1e-5,0.7916666666666666,0.1,0
priority,1,1e-5,0.8333333333333333,0,1
priority,1,1e-5,0.8333333333333333,0.05,0
priority,1,1e-5,0.8333333333333333,0.1,0
priority,1,1e-5,0.875,0,1
priority,1,1e-5,0.875,0.05,0
priority,1,1e-5,0.875,0.1,0
priority,1,1e-5,0.9166666666666666,0,1
priority,1,1e-5,0.9166666666666666,0.05,0
priority,1,1e-5,0.9166666666666666,0.1,0
priority,1,1e-5,0.9583333333333333,0,1
priority,1,1e-5,0.9583333333333333,0.05,0
priority,1,1e-5,0.9583333333333333,0.1,0
priority,1,1e-5,1,0,1
priority,1,1e-5,1,0.05,0
priority,1,1e-5,1,0.1,0
priority,1,1.6155980984398728e-5,0,0,1.01
priority,1,1.6155980984398728e-5,0,0.05,0
priority,1,1.6155980984398728e-5,0,0.1,0
priority,1,1.6155980984398728e-5,0.041666666666666664,0,1.01
priority,1,1.6155980984398728e-5,0.041666666666666664,0.05,0
priority,1,1.6155980984398728e-5,0.041666666666666664,0.1,0
priority,1,1.6155980984398728e-5,0.08333333333333333,0,1.01
priority,1,1.6155980984398728e-5,0.08333333333333333,0.05,0
priority,1,1.6155980984398728e-5,0.08333333333333333,0.1,0
priority,1,1.6155980984398728e-5,0.125,0,1
priority,1,1.6155980984398728e-5,0.125,0.05,0
priority,1,1.6155980984398728e-5,0.125,0.1,0
priority,1,1.6155980984398728e-5,0.16666666666666666,0,1
priority,1,1.6155980984398728e-5,0.16666666666666666,0.05,0
priority,1,1.6155980984398728e-5,0.16666666666666666,0.1,0
priority,1,1.6155980984398728e-5,0.20833333333333331,0,1.01
priority,1,1.6155980984398728e-5,0.20833333333333331,0.05,0
priority,1,1.6155980984398728e-5,0.20833333333333331,0.1,0
priority,1,1.6155980984398728e-5,0.25,0,1.01
priority,1,1.6155980984398728e-5,0.25,0.05,0
priority,1,1.6155980984398728e-5,0.25,0.1,0
priority,1,1.6155980984398728e-5,0.29166666666666663,0,1.01
priority,1,1.6155980984398728e-5,0.29166666666666663,0.05,0
priority,1,1.6155980984398728e-5,0.29166666666666663,0.1,0
priority,1,1.6155980984398728e-5,0.3333333333333333,0,1
priority,1,1.6155980984398728e-5,0.3333333333333333,0.05,0
priority,1,1.6155980984398728e-5,0.3333333333333333,0.1,0
priority,1,1.6155980984398728e-5,0.375,0,1
priority,1,1.6155980984398728e-5,0.375,0.05,0
priority,1,1.6155980984398728e-5,0.375,0.1,0
priority,1,1.6155980984398728e-5,0.41666666666666663,0,1
priority,1,1.6155980984398728e-5,0.41666666666666663,0.05,0
priority,1,1.6155980984398728e-5,0.41666666666666663,0.1,0
priority,1,1.6155980984398728e-5,0.4583333333333333,0,1
priority,1,1.6155980984398728e-5,0.4583333333333333,0.05,0
priority,1,1.6155980984398728e-5,0.4583333333333333,0.1,0
priority,1,1.6155980984398728e-5,0.5,0,1
priority,1,1.6155980984398728e-5,0.5,0.05,0
priority,1,1.6155980984398728e-5,0.5,0.1,0
priority,1,1.6155980984398728e-5,0.5416666666666666,0,1
priority,1,1.6155980984398728e-5,0.5416666666666666,0.05,0
priority,1,1.6155980984398728e-5,0.5416666666666666,0.1,0
priority,1,1.6155980984398728e-5,0.5833333333333333,0,1
priority,1,1.6155980984398728e-5,0.5833333333333333,0.05,0
priority,1,1.6155980984398728e-5,0.5833333333333333,0.1,0
priority,1,1.6155980984398728e-5,0.625,0,1
priority,1,1.6155980984398728e-5,0.625,0.05,0
priority,1,1.6155980984398728e-5,0.625,0.1,0
priority,1,1.6155980984398728e-5,0.6666666666666666,0,1
priority,1,1.6155980984398728e-5,0.6666666666666666,0.05,0
priority,1,1.6155980984398728e-5,0.6666666666666666,0.1,0
priority,1,1.6155980984398728e-5,0.7083333333333333,0,1
priority,1,1.6155980984398728e-5,0.7083333333333333,0.05,0
priority,1,1.6155980984398728e-5,0.7083333333333333,0.1,0
priority,1,1.6155980984398728e-5,0.75,0,1
priority,1,1.6155980984398728e-5,0.75,0.05,0
priority,1,1.6155980984398728e-5,0.75,0.1,0
priority,1,1.6155980984398728e-5,0.7916666666666666,0,1
priority,1,1.6155980984398728e-5,0.7916666666666666,0.05,0
priority,1,1.6155980984398728e-5,0.7916666666666666,0.1,0
priority,1,1.6155980984398728e-5,0.8333333333333333,0,1
priority,1,1.6155980984398728e-5,0.8333333333333333,0.05,0
priority,1,1.6155980984398728e-5,0.8333333333333333,0.1,0
priority,1,1.6155980984398728e-5,0.875,0,1
priority,1,1.6155980984398728e-5,0.875,0.05,0
priority,1,1.6155980984398728e-5,0.875,0.1,0
priority,1,1.6155980984398728e-5,0.9166666666666666,0,1
priority,1,1.6155980984398728e-5,0.9166666666666666,0.05,0
priority,1,1.6155980984398728e-5,0.9166666666666666,0.1,0
priority,1,1.6155980984398728e-5,0.9583333333333333,0,1
priority,1,1.6155980984398728e-5,0.9583333333333333,0.05,0
priority,1,1.6155980984398728e-5,0.9583333333333333,0.1,0
priority,1,1.6155980984398728e-5,1,0,1
priority,1,1.6155980984398728e-5,1,0.05,0
priority,1,1.6155980984398728e-5,1,0.1,0
priority,1,2.6101572156825386e-5,0,0,1
priority,1,2.6101572156825386e-5,0,0.05,0
priority,1,2.6101572156825386e-5,0,0.1,0
priority,1,2.6101572156825386e-5,0.041666666666666664,0,1.01
priority,1,2.6101572156825386e-5,0.041666666666666664,0.05,0
priority,1,2.6101572156825386e-5,0.041666666666666664,0.1,0
priority,1,2.6101572156825386e-5,0.08333333333333333,0,1.01
priority,1,2.6101572156825386e-5,0.08333333333333333,0.05,0
priority,1,2.6101572156825386e-5,0.08333333333333333,0.1,0
priority,1,2.6101572156825386e-5,0.125,0,1.01
priority,1,2.6101572156825386e-5,0.125,0.05,0
priority,1,2.6101572156825386e-5,0.125,0.1,0
priority,1,2.6101572156825386e-5,0.16666666666666666,0,1
priority,1,2.6101572156825386e-5,0.16666666666666666,0.05,0
priority,1,2.6101572156825386e-5,0.16666666666666666,0.1,0
priority,1,2.6101572156825386e-5,0.20833333333333331,0,1.02
priority,1,2.6101572156825386e-5,0.20833333333333331,0.05,0
priority,1,2.6101572156825386e-5,0.20833333333333331,0.1,0
priority,1,2.6101572156825386e-5,0.25,0,1
priority,1,2.6101572156825386e-5,0.25,0.05,0
priority,1,2.6101572156825386e-5,0.25,0.1,0
priority,1,2.6101572156825386e-5,0.29166666666666663,0,1.01
priority,1,2.6101572156825386e-5,0.29166666666666663,0.05,0
priority,1,2.6101572156825386e-5,0.29166666666666663,0.1,0
priority,1,2.6101572156825386e-5,0.3333333333333333,0,1
priority,1,2.6101572156825386e-5,0.3333333333333333,0.05,0
priority,1,2.6101572156825386e-5,0.3333333333333333,0.1,0
priority,1,2.6101572156825386e-5,0.375,0,1
priority,1,2.6101572156825386e-5,0.375,0.05,0
priority,1,2.6101572156825386e-5,0.375,0.1,0
priority,1,2.6101572156825386e-5,0.41666666666666663,0,1
priority,1,2.6101572156825386e-5,0.41666666666666663,0.05,0
priority,1,2.6101572156825386e-5,0.41666666666666663,0.1,0
priority,1,2.6101572156825386e-5,0.4583333333333333,0,1
priority,1,2.6101572156825386e-5,0.4583333333333333,0.05,0
priority,1,2.6101572156825386e-5,0.4583333333333333,0.1,0
priority,1,2.6101572156825386e-5,0.5,0,1
priority,1,2.6101572156825386e-5,0.5,0.05,0
priority,1,2.6101572156825386e-5,0.5,0.1,0
priority,1,2.6101572156825386e-5,0.5416666666666666,0,1
priority,1,2.6101572156825386e-5,0.5416666666666666,0.05,0
priority,1,2.6101572156825386e-5,0.5416666666666666,0.1,0
priority,1,2.6101572156825386e-5,0.5833333333333333,0,1
priority,1,2.6101572156825386e-5,0.5833333333333333,0.05,0
priority,1,2.6101572156825386e-5,0.5833333333333333,0.1,0
priority,1,2.6101572156825386e-5,0.625,0,1
priority,1,2.6101572156825386e-5,0.625,0.05,0
priority,1,2.6101572156825386e-5,0.625,0.1,0
priority,1,2.6101572156825386e-5,0.6666666666666666,0,1
priority,1,2.6101572156825386e-5,0.6666666666666666,0.05,0
priority,1,2.6101572156825386e-5,0.6666666666666666,0.1,0
priority,1,2.6101572156825386e-5,0.7083333333333333,0,1
priority,1,2.6101572156825386e-5,0.7083333333333333,0.05,0
priority,1,2.6101572156825386e-5,0.7083333333333333,0.1,0
priority,1,2.6101572156825386e-5,0.75,0,1
priority,1,2.6101572156825386e-5,0.75,0.05,0
priority,1,2.6101572156825386e-5,0.75,0.1,0
priority,1,2.6101572156825386e-5,0.7916666666666666,0,1
priority,1,2.6101572156825386e-5,0.7916666666666666,0.05,0
priority,1,2.6101572156825386e-5,0.7916666666666666,0.1,0
priority,1,2.6101572156825386e-5,0.8333333333333333,0,1
priority,1,2.6101572156825386e-5,0.8333333333333333,0.05,0
priority,1,2.6101572156825386e-5,0.8333333333333333,0.1,0
priority,1,2.6101572156825386e-5,0.875,0,1
priority,1,2.6101572156825386e-5,0.875,0.05,0
priority,1,2.6101572156825386e-5,0.875,0.1,0
priority,1,2.6101572156825386e-5,0.9166666666666666,0,1.01
priority,1,2.6101572156825386e-5,0.9166666666666666,0.05,0
priority,1,2.6101572156825386e-5,0.9166666666666666,0.1,0
priority,1,2.6101572156825386e-5,0.9583333333333333,0,1
priority,1,2.6101572156825386e-5,0.9583333333333333,0.05,0
priority,1,2.6101572156825386e-5,0.9583333333333333,0.1,0
priority,1,2.6101572156825386e-5,1,0,1
priority,1,2.6101572156825386e-5,1,0.05,0
priority,1,2.6101572156825386e-5,1,0.1,0
priority,1,4.216965034285822e-5,0,0,1
priority,1,4.216965034285822e-5,0,0.05,0
priority,1,4.216965034285822e-5,0,0.1,0
priority,1,4.216965034285822e-5,0.041666666666666664,0,1.02
priority,1,4.216965034285822e-5,0.041666666666666664,0.05,0
priority,1,4.216965034285822e-5,0.041666666666666664,0.1,0
priority,1,4.216965034285822e-5,0.08333333333333333,0,1.02
priority,1,4.216965034285822e-5,0.08333333333333333,0.05,0
priority,1,4.216965034285822e-5,0.08333333333333333,0.1,0
priority,1,4.216965034285822e-5,0.125,0,1.02
priority,1,4.216965034285822e-5,0.125,0.05,0
priority,1,4.216965034285822e-5,0.125,0.1,0
priority,1,4.216965034285822e-5,0.16666666666666666,0,1
priority,1,4.216965034285822e-5,0.16666666666666666,0.05,0
priority,1,4.216965034285822e-5,0.16666666666666666,0.1,0
priority,1,4.216965034285822e-5,0.20833333333333331,0,1
priority,1,4.216965034285822e-5,0.20833333333333331,0.05,0
priority,1,4.216965034285822e-5,0.20833333333333331,0.1,0
priority,1,4.216965034285822e-5,0.25,0,1.01
priority,1,4.216965034285822e-5,0.25,0.05,0
priority,1,4.216965034285822e-5,0.25,0.1,0
priority,1,4.216965034285822e-5,0.29166666666666663,0,1.01
priority,1,4.216965034285822e-5,0.29166666666666663,0.05,0
priority,1,4.216965034285822e-5,0.29166666666666663,0.1,0
priority,1,4.216965034285822e-5,0.3333333333333333,0,1.01
priority,1,4.216965034285822e-5,0.3333333333333333,0.05,0
priority,1,4.216965034285822e-5,0.3333333333333333,0.1,0
priority,1,4.216965034285822e-5,0.375,0,1
priority,1,4.216965034285822e-5,0.375,0.05,0
priority,1,4.216965034285822e-5,0.375,0.1,0
priority,1,4.216965034285822e-5,0.41666666666666663,0,1.01
priority,1,4.216965034285822e-5,0.41666666666666663,0.05,0
priority,1,4.216965034285822e-5,0.41666666666666663,0.1,0
priority,1,4.216965034285822e-5,0.4583333333333333,0,1
priority,1,4.216965034285822e-5,0.4583333333333333,0.05,0
priority,1,4.216965034285822e-5,0.4583333333333333,0.1,0
priority,1,4.216965034285822e-5,0.5,0,1
priority,1,4.216965034285822e-5,0.5,0.05,0
priority,1,4.216965034285822e-5,0.5,0.1,0
priority,1,4.216965034285822e-5,0.5416666666666666,0,1.01
priority,1,4.216965034285822e-5,0.5416666666666666,0.05,0
priority,1,4.216965034285822e-5,0.5416666666666666,0.1,0
priority,1,4.216965034285822e-5,0.5833333333333333,0,1
priority,1,4.216965034285822e-5,0.5833333333333333,0.05,0
priority,1,4.216965034285822e-5,0.5833333333333333,0.1,0
priority,1,4.216965034285822e-5,0.625,0,1
priority,1,4.216965034285822e-5,0.625,0.05,0
priority,1,4.216965034285822e-5,0.625,0.1,0
priority,1,4.216965034285822e-5,0.6666666666666666,0,1
priority,1,4.216965034285822e-5,0.6666666666666666,0.05,0
priority,1,4.216965034285822e-5,0.6666666666666666,0.1,0
priority,1,4.216965034285822e-5,0.7083333333333333,0,1.01
priority,1,4.216965034285822e-5,0.7083333333333333,0.05,0
priority,1,4.216965034285822e-5,0.7083333333333333,0.1,0
priority,1,4.216965034285822e-5,0.75,0,1
priority,1,4.216965034285822e-5,0.75,0.05,0
priority,1,4.216965034285822e-5,0.75,0.1,0
priority,1,4.216965034285822e-5,0.7916666666666666,0,1
priority,1,4.216965034285822e-5,0.7916666666666666,0.05,0
priority,1,4.216965034285822e-5,0.7916666666666666,0.1,0
priority,1,4.216965034285822e-5,0.8333333333333333,0,1
priority,1,4.216965034285822e-5,0.8333333333333333,0.05,0
priority,1,4.216965034285822e-5,0.8333333333333333,0.1,0
priority,1,4.216965034285822e-5,0.875,0,1
priority,1,4.216965034285822e-5,0.875,0.05,0
priority,1,4.216965034285822e-5,0.875,0.1,0
priority,1,4.216965034285822e-5,0.9166666666666666,0,1
priority,1,4.216965034285822e-5,0.9166666666666666,0.05,0
priority,1,4.216965034285822e-5,0.9166666666666666,0.1,0
priority,1,4.216965034285822e-5,0.9583333333333333,0,1
priority,1,4.216965034285822e-5,0.9583333333333333,0.05,0
priority,1,4.216965034285822e-5,0.9583333333333333,0.1,0
priority,1,4.216965034285822e-5,1,0,1
priority,1,4.216965034285822e-5,1,0.05,0
priority,1,4.216965034285822e-5,1,0.1,0
priority,1,6.812920690579608e-5,0,0,1.01
priority,1,6.812920690579608e-5,0,0.05,0
priority,1,6.812920690579608e-5,0,0.1,0
priority,1,6.812920690579608e-5,0.041666666666666664,0,1
priority,1,6.812920690579608e-5,0.041666666666666664,0.05,0
priority,1,6.812920690579608e-5,0.041666666666666664,0.1,0
priority,1,6.812920690579608e-5,0.08333333333333333,0,1
priority,1,6.812920690579608e-5,0.08333333333333333,0.05,0
priority,1,6.812920690579608e-5,0.08333333333333333,0.1,0
priority,1,6.812920690579608e-5,0.125,0,1.02
priority,1,6.812920690579608e-5,0.125,0.05,0
priority,1,6.812920690579608e-5,0.125,0.1,0
priority,1,6.812920690579608e-5,0.16666666666666666,0,1
priority,1,6.812920690579608e-5,0.16666666666666666,0.05,0
priority,1,6.812920690579608e-5,0.16666666666666666,0.1,0
priority,1,6.812920690579608e-5,0.20833333333333331,0,1.02
priority,1,6.812920690579608e-5,0.20833333333333331,0.05,0
priority,1,6.812920690579608e-5,0.20833333333333331,0.1,0
priority,1,6.812920690579608e-5,0.25,0,1
priority,1,6.812920690579608e-5,0.25,0.05,0
priority,1,6.812920690579608e-5,0.25,0.1,0
priority,1,6.812920690579608e-5,0.29166666666666663,0,1.02
priority,1,6.812920690579608e-5,0.29166666666666663,0.05,0
priority,1,6.812920690579608e-5,0.29166666666666663,0.1,0
priority,1,6.812920690579608e-5,0.3333333333333333,0,1
priority,1,6.812920690579608e-5,0.3333333333333333,0.05,0
priority,1,6.812920690579608e-5,0.3333333333333333,0.1,0
priority,1,6.812920690579608e-5,0.375,0,1
priority,1,6.812920690579608e-5,0.375,0.05,0
priority,1,6.812920690579608e-5,0.375,0.1,0
priority,1,6.812920690579608e-5,0.41666666666666663,0,1
priority,1,6.812920690579608e-5,0.41666666666666663,0.05,0
priority,1,6.812920690579608e-5,0.41666666666666663,0.1,0
priority,1,6.812920690579608e-5,0.4583333333333333,0,1
priority,1,6.812920690579608e-5,0.4583333333333333,0.05,0
priority,1,6.812920690579608e-5,0.4583333333333333,0.1,0
priority,1,6.812920690579608e-5,0.5,0,1
priority,1,6.812920690579608e-5,0.5,0.05,0
priority,1,6.812920690579608e-5,0.5,0.1,0
priority,1,6.812920690579608e-5,0.5416666666666666,0,1
priority,1,6.812920690579608e-5,0.5416666666666666,0.05,0
priority,1,6.812920690579608e-5,0.5416666666666666,0.1,0
priority,1,6.812920690579608e-5,0.5833333333333333,0,1
priority,1,6.812920690579608e-5,0.5833333333333333,0.05,0
priority,1,6.812920690579608e-5,0.5833333333333333,0.1,0
priority,1,6.812920690579608e-5,0.625,0,1
priority,1,6.812920690579608e-5,0.625,0.05,0
priority,1,6.812920690579608e-5,0.625,0.1,0
priority,1,6.812920690579608e-5,0.6666666666666666,0,1
priority,1,6.812920690579608e-5,0.6666666666666666,0.05,0
priority,1,6.812920690579608e-5,0.6666666666666666,0.1,0
priority,1,6.812920690579608e-5,0.7083333333333333,0,1
priority,1,6.812920690579608e-5,0.7083333333333333,0.05,0
priority,1,6.812920690579608e-5,0.7083333333333333,0.1,0
priority,1,6.812920690579608e-5,0.75,0,1
priority,1,6.812920690579608e-5,0.75,0.05,0
priority,1,6.812920690579608e-5,0.75,0.1,0
priority,1,6.812920690579608e-5,0.7916666666666666,0,1
priority,1,6.812920690579608e-5,0.7916666666666666,0.05,0
priority,1,6.812920690579608e-5,0.7916666666666666,0.1,0
priority,1,6.812920690579608e-5,0.8333333333333333,0,1
priority,1,6.812920690579608e-5,0.8333333333333333,0.05,0
priority,1,6.812920690579608e-5,0.8333333333333333,0.1,0
priority,1,6.812920690579608e-5,0.875,0,1
priority,1,6.812920690579608e-5,0.875,0.05,0
priority,1,6.812920690579608e-5,0.875,0.1,0
priority,1,6.812920690579608e-5,0.9166666666666666,0,1
priority,1,6.812920690579608e-5,0.9166666666666666,0.05,0
priority,1,6.812920690579608e-5,0.9166666666666666,0.1,0
priority,1,6.812920690579608e-5,0.9583333333333333,0,1
priority,1,6.812920690579608e-5,0.9583333333333333,0.05,0
priority,1,6.812920690579608e-5,0.9583333333333333,0.1,0
priority,1,6.812920690579608e-5,1,0,1
priority,1,6.812920690579608e-5,1,0.05,0
priority,1,6.812920690579608e-5,1,0.1,0
priority,1,1.1006941712522103e-4,0,0,1.03
priority,1,1.1006941712522103e-4,0,0.05,0
priority,1,1.1006941712522103e-4,0,0.1,0
priority,1,1.1006941712522103e-4,0.041666666666666664,0,1.02
priority,1,1.1006941712522103e-4,0.041666666666666664,0.05,0
priority,1,1.1006941712522103e-4,0.041666666666666664,0.1,0
priority,1,1.1006941712522103e-4,0.08333333333333333,0,1.03
priority,1,1.1006941712522103e-4,0.08333333333333333,0.05,0
priority,1,1.1006941712522103e-4,0.08333333333333333,0.1,0
priority,1,1.1006941712522103e-4,0.125,0,1.01
priority,1,1.1006941712522103e-4,0.125,0.05,0
priority,1,1.1006941712522103e-4,0.125,0.1,0
priority,1,1.1006941712522103e-4,0.16666666666666666,0,1.02
priority,1,1.1006941712522103e-4,0.16666666666666666,0.05,0
priority,1,1.1006941712522103e-4,0.16666666666666666,0.1,0
priority,1,1.1006941712522103e-4,0.20833333333333331,0,1.03
priority,1,1.1006941712522103e-4,0.20833333333333331,0.05,0
priority,1,1.1006941712522103e-4,0.20833333333333331,0.1,0
priority,1,1.1006941712522103e-4,0.25,0,1.01
priority,1,1.1006941712522103e-4,0.25,0.05,0
priority,1,1.1006941712522103e-4,0.25,0.1,0
priority,1,1.1006941712522103e-4,0.29166666666666663,0,1
priority,1,1.1006941712522103e-4,0.29166666666666663,0.05,0
priority,1,1.1006941712522103e-4,0.29166666666666663,0.1,0
priority,1,1.1006941712522103e-4,0.3333333333333333,0,1
priority,1,1.1006941712522103e-4,0.3333333333333333,0.05,0
priority,1,1.1006941712522103e-4,0.3333333333333333,0.1,0
priority,1,1.1006941712522103e-4,0.375,0,1
priority,1,1.1006941712522103e-4,0.375,0.05,0
priority,1,1.1006941712522103e-4,0.375,0.1,0
priority,1,1.1006941712522103e-4,0.41666666666666663,0,1.01
priority,1,1.1006941712522103e-4,0.41666666666666663,0.05,0
priority,1,1.1006941712522103e-4,0.41666666666666663,0.1,0
priority,1,1.1006941712522103e-4,0.4583333333333333,0,1
priority,1,1.1006941712522103e-4,0.4583333333333333,0.05,0
priority,1,1.1006941712522103e-4,0.4583333333333333,0.1,0
priority,1,1.1006941712522103e-4,0.5,0,1
priority,1,1.1006941712522103e-4,0.5,0.05,0
priority,1,1.1006941712522103e-4,0.5,0.1,0
priority,1,1.1006941712522103e-4,0.5416666666666666,0,1
priority,1,1.1006941712522103e-4,0.5416666666666666,0.05,0
priority,1,1.1006941712522103e-4,0.5416666666666666,0.1,0
priority,1,1.1006941712522103e-4,0.5833333333333333,0,1
priority,1,1.1006941712522103e-4,0.5833333333333333,0.05,0
priority,1,1.1006941712522103e-4,0.5833333333333333,0.1,0
priority,1,1.1006941712522103e-4,0.625,0,1.01
priority,1,1.1006941712522103e-4,0.625,0.05,0
priority,1,1.1006941712522103e-4,0.625,0.1,0
priority,1,1.1006941712522103e-4,0.6666666666666666,0,1
priority,1,1.1006941712522103e-4,0.6666666666666666,0.05,0
priority,1,1.1006941712522103e-4,0.6666666666666666,0.1,0
priority,1,1.1006941712522103e-4,0.7083333333333333,0,1
priority,1,1.1006941712522103e-4,0.7083333333333333,0.05,0
priority,1,1.1006941712522103e-4,0.7083333333333333,0.1,0
priority,1,1.1006941712522103e-4,0.75,0,1
priority,1,1.1006941712522103e-4,0.75,0.05,0
priority,1,1.1006941712522103e-4,0.75,0.1,0
priority,1,1.1006941712522103e-4,0.7916666666666666,0,1
priority,1,1.1006941712522103e-4,0.7916666666666666,0.05,0
priority,1,1.1006941712522103e-4,0.7916666666666666,0.1,0
priority,1,1.1006941712522103e-4,0.8333333333333333,0,1
priority,1,1.1006941712522103e-4,0.8333333333333333,0.05,0
priority,1,1.1006941712522103e-4,0.8333333333333333,0.1,0
priority,1,1.1006941712522103e-4,0.875,0,1.01
priority,1,1.1006941712522103e-4,0.875,0.05,0
priority,1,1.1006941712522103e-4,0.875,0.1,0
priority,1,1.1006941712522103e-4,0.9166666666666666,0,1
priority,1,1.1006941712522103e-4,0.9166666666666666,0.05,0
priority,1,1.1006941712522103e-4,0.9166666666666666,0.1,0
priority,1,1.1006941712522103e-4,0.9583333333333333,0,1.01
priority,1,1.1006941712522103e-4,0.9583333333333333,0.05,0
priority,1,1.1006941712522103e-4,0.9583333333333333,0.1,0
priority,1,1.1006941712522103e-4,1,0,1
priority,1,1.1006941712522103e-4,1,0.05,0
priority,1,1.1006941712522103e-4,1,0.1,0
priority,1,1.7782794100389227e-4,0,0,1.03
priority,1,1.7782794100389227e-4,0,0.05,0
priority,1,1.7782794100389227e-4,0,0.1,0
priority,1,1.7782794100389227e-4,0.041666666666666664,0,1.01
priority,1,1.7782794100389227e-4,0.041666666666666664,0.05,0
priority,1,1.7782794100389227e-4,0.041666666666666664,0.1,0
priority,1,1.7782794100389227e-4,0.08333333333333333,0,1.05
priority,1,1.7782794100389227e-4,0.08333333333333333,0.05,0
priority,1,1.7782794100389227e-4,0.08333333333333333,0.1,0
priority,1,1.7782794100389227e-4,0.125,0,1.01
priority,1,1.7782794100389227e-4,0.125,0.05,0
priority,1,1.7782794100389227e-4,0.125,0.1,0
priority,1,1.7782794100389227e-4,0.16666666666666666,0,1.01
priority,1,1.7782794100389227e-4,0.16666666666666666,0.05,0
priority,1,1.7782794100389227e-4,0.16666666666666666,0.1,0
priority,1,1.7782794100389227e-4,0.20833333333333331,0,1.02
priority,1,1.7782794100389227e-4,0.20833333333333331,0.05,0
priority,1,1.7782794100389227e-4,0.20833333333333331,0.1,0
priority,1,1.7782794100389227e-4,0.25,0,1.01
priority,1,1.7782794100389227e-4,0.25,0.05,0
priority,1,1.7782794100389227e-4,0.25,0.1,0
priority,1,1.7782794100389227e-4,0.29166666666666663,0,1.01
priority,1,1.7782794100389227e-4,0.29166666666666663,0.05,0
priority,1,1.7782794100389227e-4,0.29166666666666663,0.1,0
priority,1,1.7782794100389227e-4,0.3333333333333333,0,1.03
priority,1,1.7782794100389227e-4,0.3333333333333333,0.05,0
priority,1,1.7782794100389227e-4,0.3333333333333333,0.1,0
priority,1,1.7782794100389227e-4,0.375,0,1.01
priority,1,1.7782794100389227e-4,0.375,0.05,0
priority,1,1.7782794100389227e-4,0.375,0.1,0
priority,1,1.7782794100389227e-4,0.41666666666666663,0,1
priority,1,1.7782794100389227e-4,0.41666666666666663,0.05,0
priority,1,1.7782794100389227e-4,0.41666666666666663,0.1,0
priority,1,1.7782794100389227e-4,0.4583333333333333,0,1
priority,1,1.7782794100389227e-4,0.4583333333333333,0.05,0
priority,1,1.7782794100389227e-4,0.4583333333333333,0.1,0
priority,1,1.7782794100389227e-4,0.5,0,1
priority,1,1.7782794100389227e-4,0.5,0.05,0
priority,1,1.7782794100389227e-4,0.5,0.1,0
priority,1,1.7782794100389227e-4,0.5416666666666666,0,1.01
priority,1,1.7782794100389227e-4,0.5416666666666666,0.05,0
priority,1,1.7782794100389227e-4,0.5416666666666666,0.1,0
priority,1,1.7782794100389227e-4,0.5833333333333333,0,1.01
